"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2003","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,453,845,000",""
"SURVEY","2002","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,756,147,000",""
"SURVEY","2001","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,890,682,000",""
"SURVEY","2000","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,757,810,000",""
"SURVEY","1999","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,653,758,000",""
"SURVEY","1998","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,741,014,000",""
"SURVEY","1997","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,688,750,000",""
"SURVEY","1996","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,380,274,000",""
"SURVEY","1995","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,174,254,000",""
"SURVEY","1994","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,514,869,000",""
"SURVEY","1993","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,869,718,000",""
"SURVEY","1992","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,190,354,000",""
"SURVEY","1991","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,986,539,000",""
"SURVEY","1990","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,925,947,000",""
"SURVEY","1989","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,923,666,000",""
"SURVEY","1988","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,548,841,000",""
"SURVEY","1987","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,937,722,000",""
"SURVEY","1986","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,942,558,000",""
"SURVEY","1985","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,099,056,000",""
"SURVEY","1984","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,860,863,000",""
"SURVEY","1983","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,635,772,000",""
"SURVEY","1982","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,190,297,000",""
"SURVEY","1981","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,989,110,000",""
"SURVEY","1980","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,797,543,000",""
"SURVEY","1979","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,260,665,000",""
"SURVEY","1978","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,868,754,000",""
"SURVEY","1977","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,767,267,000",""
"SURVEY","1976","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,288,608,000",""
"SURVEY","1975","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,548,344,000",""
"SURVEY","1974","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,216,287,000",""
"SURVEY","1973","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,547,543,000",""
"SURVEY","1972","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,270,608,000",""
"SURVEY","1971","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,176,101,000",""
"SURVEY","1970","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,127,100,000",""
"SURVEY","1969","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,133,120,000",""
"SURVEY","1968","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,106,958,000",""
"SURVEY","1967","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","976,439,000",""
"SURVEY","1966","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","928,481,000",""
"SURVEY","1965","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","845,608,000",""
"SURVEY","1964","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","700,921,000",""
"SURVEY","1963","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","699,165,000",""
"SURVEY","1962","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","669,186,000",""
"SURVEY","1961","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","678,554,000",""
"SURVEY","1960","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","555,085,000",""
"SURVEY","1959","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","532,899,000",""
"SURVEY","1958","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","580,250,000",""
"SURVEY","1957","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","483,425,000",""
"SURVEY","1956","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","449,251,000",""
"SURVEY","1955","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","373,682,000",""
"SURVEY","1954","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","341,075,000",""
"SURVEY","1953","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","269,169,000",""
"SURVEY","1952","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","298,839,000",""
"SURVEY","1951","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","283,777,000",""
"SURVEY","1950","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","299,249,000",""
"SURVEY","1949","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","234,194,000",""
"SURVEY","1948","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","227,217,000",""
"SURVEY","1947","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","186,451,000",""
"SURVEY","1946","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","203,395,000",""
"SURVEY","1945","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","193,167,000",""
"SURVEY","1944","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","192,121,000",""
"SURVEY","1943","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","190,133,000",""
"SURVEY","1942","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","187,524,000",""
"SURVEY","1941","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","107,197,000",""
"SURVEY","1940","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","78,045,000",""
"SURVEY","1939","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","90,141,000",""
"SURVEY","1938","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","61,906,000",""
"SURVEY","1937","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","46,164,000",""
"SURVEY","1936","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","33,721,000",""
"SURVEY","1935","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","48,901,000",""
"SURVEY","1934","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","23,157,000",""
"SURVEY","1933","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","13,509,000",""
"SURVEY","1932","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","15,158,000",""
"SURVEY","1931","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","17,260,000",""
"SURVEY","1930","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","13,929,000",""
"SURVEY","1929","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","9,438,000",""
"SURVEY","1928","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","7,880,000",""
"SURVEY","1927","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","6,938,000",""
"SURVEY","1926","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","5,239,000",""
"SURVEY","1925","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","4,875,000",""
"SURVEY","1924","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","4,947,000",""
